Name,Library System,Latitude,Longitude,Address,City,Zip Code,County,Phone
Studio City Branch,Los Angeles Public Library,34.15070,-118.40558,12511 Moorpark St.,Studio City,91604,Los Angeles,(818) 755-7873
Sunland-Tujunga Branch,Los Angeles Public Library,34.25825,-118.30131,7771 Foothill Blvd.,Tujunga,91042,Los Angeles,(818) 352-4481
Sun Valley Branch,Los Angeles Public Library,34.21488,-118.37095,7935 Vineland Ave.,Sun Valley,91352,Los Angeles,(818) 764-1138
Sylmar,Los Angeles Public Library,34.30879,-118.44785,14430 Polk St.,Sylmar,91342,Los Angeles,(818) 367-6102
Valley Plaza Branch,Los Angeles Public Library,34.19463,-118.40111,12311 Vanowen St.,North Hollywood,91605,Los Angeles,(818) 765-9251
Van Nuys Branch,Los Angeles Public Library,34.18395,-118.44628,6250 Sylmar Ave. Mall,Van Nuys,91401,Los Angeles,(818) 756-8453
Venice Branch,Los Angeles Public Library,33.98754,-118.46536,501 S. Venice Blvd.,Venice,90291,Los Angeles,(310) 821-1769
Vermont Square Branch,Los Angeles Public Library,33.99985,-118.29590,1201 W. 48Th St.,Los Angeles,90037,Los Angeles,(323) 290-7405
Vernon-Leon H. Washington Jr. Memorial Branch,Los Angeles Public Library,34.00262,-118.25612,4504 S. Central Ave.,Los Angeles,90011,Los Angeles,(323) 234-9106
Washington Irving Branch,Los Angeles Public Library,34.04016,-118.32916,4117 W. Washington Blvd.,Los Angeles,90018,Los Angeles,(323) 734-6303
Alma Reaves Woods Watts Branch,Los Angeles Public Library,33.94403,-118.24663,10205 Compton Ave.,Los Angeles,90002,Los Angeles,(323) 789-2850
Westchester -Loyola Village Branch,Los Angeles Public Library,33.95954,-118.41717,7114 W. Manchester Av.,Los Angeles,90045,Los Angeles,(310) 348-1096
West Los Angeles Regional Branch,Los Angeles Public Library,34.04572,-118.45019,11360 Santa Monica Blvd.,Los Angeles,90025,Los Angeles,(310) 575-8323
West Valley Regional Branch,Los Angeles Public Library,34.19335,-118.54808,19036 Vanowen St.,Reseda,91335,Los Angeles,(818) 345-9806
Westwood Branch,Los Angeles Public Library,34.05792,-118.44182,1246 Glendon Ave,Westwood,90024,Los Angeles,(310) 474-1739
Wilmington Branch,Los Angeles Public Library,33.78915,-118.26280,1300 North Avalon Blvd.,Wilmington,90744,Los Angeles,(310) 834-1082
Wilshire Branch,Los Angeles Public Library,34.07446,-118.31177,149 N. St. Andrews Pl.,Los Angeles,90004,Los Angeles,(323) 957-4550
Woodland Hills Branch,Los Angeles Public Library,34.16788,-118.61069,22200 Ventura Blvd.,Woodland Hills,91364,Los Angeles,(818) 226-0017
Central Library,Los Angeles Public Library,34.05050,-118.25565,630 West Fifth St.,Los Angeles,90071,Los Angeles,(213) 228-7571
Los Gatos Public Library,Los Gatos Library,37.22017,-121.97828,100 Villa Avenue,Los Gatos,95030,Santa Clara,(408) 354-6891
Chowchilla Branch Library,Madera County Library,37.12289,-120.26186,300 Kings Ave.,Chowchilla,93610,Madera,(559) 665-2630
Madera Library,Madera County Library,36.96136,-120.06196,121 N. G St.,Madera,93637,Madera,(559) 675-7871
North Fork Branch Library,Madera County Library,37.22579,-119.51017,32908 Rd. 222,North Fork,93643,Madera,(559) 877-2387
Oakhurst Branch Library,Madera County Library,37.33085,-119.65331,49044 Civic Circle,Oakhurst,93644,Madera,(559) 683-4838
Madera Ranchos Branch Library,Madera County Library,36.92471,-119.86895,37398 Berkshire Drive,Madera,93636,Madera,(559) 645-1214
Bolinas Library,Marin County Free Library,37.90951,-122.68579,16 Wharf Rd.,Bolinas,94924,Marin,(415) 868-1171
Civic Center Library,Marin County Free Library,37.99793,-122.53066,"3501 Civic Center Dr, #427",San Rafael,94903,Marin,(415) 473-6057
Corte Madera Library,Marin County Free Library,37.92414,-122.51811,707 Meadowsweet Drive,Corte Madera,94925,Marin,(415) 924-3515
Fairfax Library,Marin County Free Library,37.99016,-122.59272,2097 Sir Francis Drake Blvd,Fairfax,94930,Marin,(415) 453-8151
Inverness Library,Marin County Free Library,38.09727,-122.85331,15 Park Ave.,Inverness,94937,Marin,(415) 669-1288
Marin City Library,Marin County Free Library,37.87322,-122.51157,164 Donahue St.,Marin City,94965,Marin,(415) 332-6158
Novato Library,Marin County Free Library,38.10720,-122.58009,1720 Novato Blvd.,Novato,94947,Marin,(415) 473-2050
Point Reyes Station Library,Marin County Free Library,38.06961,-122.80656,11431 State Route 1,Point Reyes Station,94956,Marin,(415) 663-8375
South Novato Library,Marin County Free Library,38.05734,-122.52552,931 C St.,Novato,94949,Marin,(415) 506-3165
Stinson Beach Library,Marin County Free Library,37.89839,-122.64040,3521 Shoreline Hwy,Stinson Beach,94970,Marin,(415) 868-0252
Bassett Memorial Library In Wawona,Mariposa County Library,37.54720,-119.64614,7971 Chilnualna Falls Road,Wawona,95389,Mariposa,(209) 375-6510
El Portal Library,Mariposa County Library,37.67326,-119.80663,9670 Rancheria Flat Road,El Portal,95318,Mariposa,(209) 379-2401
Mariposa Library,Mariposa County Library,37.48949,-119.96748,4978 10Th Street,Mariposa,95338,Mariposa,(209) 966-2140
Red Cloud Library,Mariposa County Library,37.74616,-120.13121,10332 C Fiske Rd.,Coulterville,95311,Mariposa,(209) 878-3692
Yosemite Library,Mariposa County Library,37.86510,-119.53833,Girls Club,Yosemite National Pa,95389,Mariposa,(209) 372-4552
Ukiah Branch Library,Mendocino County Library,39.15020,-123.20660,105 N. Main St.,Ukiah,95482,Mendocino,(707) 463-4490
Fort Bragg Branch Library,Mendocino County Library,39.44570,-123.80113,499 Laurel St.,Ft Bragg,95437,Mendocino,(707) 964-2020
Willits Branch Library,Mendocino County Library,39.41291,-123.34660,390 E. Commercial St.,Willits,95490,Mendocino,(707) 459-5908
Coast Community Library,Mendocino County Library,38.90942,-123.69198,225 Main St.,Point Arena,95468,Mendocino,(707) 882-3114
Round Valley Public Library,Mendocino County Library,39.79399,-123.24980,23925 Howard Street,Covelo,95428,Mendocino,(707) 983-6736
Belle Haven Branch,Menlo Park Public Library,37.47625,-122.16116,413 Ivy Dr.,Menlo Park,94025,San Mateo,(650) 330-2540
Menlo Park Public Library,Menlo Park Public Library,37.45396,-122.17982,800 Alma St.,Menlo Park,94025,San Mateo,(650) 330-2500
Atwater Branch Library,Merced County Library,37.35083,-120.60617,1600 Third St.,Atwater,95301,Merced,(209) 358-6651
Delhi Educational Park Community Library,Merced County Library,37.42792,-120.77914,16114 Schendal Road,Delhi,95315,Merced,(209) 669-3169
Dos Palos Branch Library,Merced County Library,36.98489,-120.62783,2002 Almond,Dos Palos,93620,Merced,(209) 392-2155
Gustine Branch Library,Merced County Library,37.25787,-121.00208,205 Sixth St.,Gustine,95322,Merced,(209) 854-3013
Irwin-Hilmar Branch Library,Merced County Library,37.40318,-120.85114,20041 W. Falke St.,Hilmar,95324,Merced,(209) 632-0746
Le Grand Branch Library,Merced County Library,37.22842,-120.25400,12949 Le Grand Road,Le Grand,95333,Merced,(209) 389-4541
Livingston Branch Library,Merced County Library,37.37946,-120.72372,1212 Main St.,Livingston,95334,Merced,(209) 394-7330
Los Banos Branch Library,Merced County Library,37.05630,-120.84725,1312 Seventh St.,Los Banos,93635,Merced,(209) 826-5254
Merced County Library,Merced County Library,37.30688,-120.48499,2100 O St.,Merced,95340,Merced,(209) 385-7484
Santa Nella Branch Library,Merced County Library,37.09385,-121.01932,29188 W. Centinella Ave.,Gustine,95322,Merced,(209) 826-6059
Snelling Branch Library,Merced County Library,37.51951,-120.43760,15916 N. Hwy. 59,Snelling,95369,Merced,(209) 563-6616
Winton Branch Library,Merced County Library,37.38926,-120.61455,7057 W. Walnut,Winton,95388,Merced,(209) 358-3651
Mill Valley Public Library,Mill Valley Public Library,37.90597,-122.55413,375 Throckmorton Ave.,Mill Valley,94941,Marin,(415) 389-4292
Mission Viejo Library,Mission Viejo Library,33.59629,-117.65901,100 Civic Center,Mission Viejo,92691,Orange,(949) 830-7100
Adin Station Library,Modoc County Library,41.19248,-120.94409,609 South Main,Adin,96006,Modoc,(530) 299-3502
Cedarville Library,Modoc County Library,41.52906,-120.17328,460 Main St.,Cedarville,96104,Modoc,(530) 279-2614
Lookout Library,Modoc County Library,41.20819,-121.15018,166 Main Street,Lookout,96054,Modoc,(530) 294-5776
Modoc County Library,Modoc County Library,41.48636,-120.54429,212 W. Third St.,Alturas,96101,Modoc,(530) 233-6326
Benton Library,Mono County Free Library,37.81683,-118.47709,25553 Highway 6,Benton,93512,Mono,(760) 933-2542
Bridgeport Library,Mono County Free Library,38.25720,-119.22904,94 N. School St.,Bridgeport,93517,Mono,(760) 932-7482
Coleville Library,Mono County Free Library,38.56846,-119.50946,111591 Us Highway 395,Coleville,96107,Mono,(530) 495-2788
Crowley Community Library,Mono County Free Library,37.56907,-118.75216,3627 Crowley Lake Drive,Crowley Lake,93546,Mono,(760) 935-4505
June Lake Library,Mono County Free Library,37.77773,-119.07747,90 W. Granite Ave.,June Lake,93529,Mono,(760) 648-7284
Lee Vining Library,Mono County Free Library,37.95759,-119.11994,51710 Hwy. 395,Lee Vining,93541,Mono,(760) 647-6123
Mammoth Lakes Library,Mono County Free Library,37.63976,-118.96328,400 Sierra Park Road,Mammoth Lakes,93546,Mono,(760) 934-4777
Monrovia Public Library,Monrovia Public Library,34.14860,-118.00223,321 S. Myrtle Ave.,Monrovia,91016,Los Angeles,(626) 256-8274
Aromas Branch Library,Monterey County Free Libraries,36.88871,-121.64374,389-D Blohm Avenue,Aromas,95004,Monterey,(831) 796-6128
Big Sur Branch Library,Monterey County Free Libraries,36.26472,-121.80111,Hwy. 1 At Ripplewood Resort,Big Sur,93920,Monterey,(831) 647-7660
Buena Vista Branch Library,Monterey County Free Libraries,36.60573,-121.64781,18250 Tara Dr.,Salinas,93908,Monterey,(831) 796-6060
Carmel Valley Branch Library,Monterey County Free Libraries,36.48060,-121.73482,65 W. Carmel Valley Rd.,Carmel Valley,93924,Monterey,(831) 647-7760
Castroville Branch Library,Monterey County Free Libraries,36.76768,-121.75757,11160 Speegle St,Castroville,95012,Monterey,(831) 769-8724
Gonzales Branch Library,Monterey County Free Libraries,36.51524,-121.43593,851 5Th St. Suite V,Gonzales,93926,Monterey,(831) 386-6872
Greenfield Branch Library,Monterey County Free Libraries,36.32232,-121.24578,315 El Camino Real,Greenfield,93927,Monterey,(831) 755-5878
Marina Branch Library,Monterey County Free Libraries,36.69142,-121.79965,190 Seaside Cr,Marina,93933,Monterey,(831) 883-7507
King City Branch Library,Monterey County Free Libraries,36.21234,-121.12799,402 Broadway,King City,93930,Monterey,(831) 386-6885
Pajaro Branch Library,Monterey County Free Libraries,36.90153,-121.74953,29 Bishop St.,Pajaro,95076,Monterey,(831) 796-6163
Parkfield Branch Library,Monterey County Free Libraries,35.89563,-120.43410,70643 Parkfield-Coalinga Rd.,San Miguel,93451,Monterey,(831) 385-7456
Prunedale Branch Library,Monterey County Free Libraries,36.80314,-121.66245,17822 Moro Rd.,Salinas,93907,Monterey,(831) 796-3080
San Ardo Branch Library,Monterey County Free Libraries,36.01870,-120.90760,62350 College,San Ardo,93450,Monterey,(831) 386-6858
San Lucas Branch Library,Monterey County Free Libraries,36.12913,-121.01897,54692 Teresa St.,San Lucas,93954,Monterey,(831) 386-6833
Seaside Branch Library,Monterey County Free Libraries,36.60318,-121.85255,550 Harcourt Ave.,Seaside,93955,Monterey,(831) 899-8222
Soledad Branch Library,Monterey County Free Libraries,36.43575,-121.32603,401 Gabilan Dr.,Soldedad,93960,Monterey,(831) 386-6890
Monterey Park Bruggemeyer Library,Monterey Park Bruggemeyer Library,34.05900,-118.12484,318 S. Ramona Avenue,Monterey Park,91754,Los Angeles,(626) 307-1418
Monterey Public Library,Monterey Public Library,36.59639,-121.89689,625 Pacific St.,Monterey,93940,Monterey,(831) 646-3933
Moorpark City Library,Moorpark City Library,34.28631,-118.88257,699 Moorpark Avenue,Moorpark,93021,Ventura,(805) 517-6370
Moreno Valley Public Library,Moreno Valley Public Library,33.91772,-117.21833,25480 Alessandro Blvd,Moreno Valley,92553,Riverside,(951) 413-3880
Moreno Valley Mall Branch,Moreno Valley Public Library,33.93886,-117.27018,"22500 Town Circle, Ste 2078",Moreno Valley,92553,Riverside,(951) 413-3880
Moreno Valley Iris Plaza Branch,Moreno Valley Public Library,33.88570,-117.22550,16170 Perris Blvd. Suite C3,Moreno Valley,92551,Riverside,(951) 413-3760
Mountain View Public Library,Mountain View Public Library,37.39033,-122.08363,585 Franklin St.,Mountain View,94041,Santa Clara,(650) 903-6335
Murrieta Public Library,Murrieta Public Library,33.55772,-117.21088,8 Town Square,Murrieta,92562,Riverside,(951) 304-2665
American Canyon,Napa County Library,38.17558,-122.25423,"3421 Broadway/Hwy 29, Ste. E-3",American Canyon,94503,Napa,(707) 644-1136
Calistoga Public Library,Napa County Library,38.57612,-122.57994,1108 Myrtle St.,Calistoga,94515,Napa,(707) 942-4833
Napa Main Library,Napa County Library,38.29554,-122.28373,580 Coombs St.,Napa,94559,Napa,(707) 253-4241
Yountville Library,Napa County Library,38.40202,-122.36040,6516 Washington Street,Yountville,94599,Napa,(707) 944-1888
National City Public Library,National City Public Library,32.67060,-117.10414,1401 National City Blvd.,National City,91950,San Diego,(619) 470-5800
Bear River Station,Nevada County Library,39.04688,-121.07480,11130 Magnolia Road,Grass Valley,95949,Nevada,(530) 271-4147
Doris Foley Library For Historical Research,Nevada County Library,39.26375,-121.01897,211 N. Pine St.,Nevada City,95959,Nevada,(530) 265-4606
Grass Valley Library-Royce Branch,Nevada County Library,39.21690,-121.06329,207 Mill Street,Grass Valley,95945,Nevada,(530) 273-4117
Madelyn Helling County Library,Nevada County Library,39.26983,-121.02410,980 Helling Way,Nevada City,95959,Nevada,(530) 265-7050
Penn Valley Station,Nevada County Library,39.22357,-121.20489,11336 Pleasant Valley Road,Penn Valley,95946,Nevada,(530) 432-5764
Truckee Library,Nevada County Library,39.32564,-120.19985,10031 Levon Avenue,Truckee,96161,Nevada,(530) 582-7846
Balboa Library,Newport Beach Public Library,33.60417,-117.90609,100 E. Balboa Blvd.,Newport Beach,92661,Orange,(949) 644-3076
Central Library,Newport Beach Public Library,33.60761,-117.87299,1000 Avocado Ave.,Newport Beach,92660,Orange,(949) 717-3800
Corona Del Mar Library,Newport Beach Public Library,33.59601,-117.86953,410 Marigold Ave.,Corona Del Mar,92625,Orange,(949) 644-3075
Crean Mariners Branch Library,Newport Beach Public Library,33.63265,-117.90362,1300 Irvine Avenue.,Newport Beach,92660,Orange,(949) 717-3838
81St Avenue Branch Library,Oakland Public Library,37.75340,-122.18569,1021 81St Avenue,Oakland,94621,Alameda,(510) 615-5812
African American Museum & Library at Oakland,Oakland Public Library,37.80612,-122.27633,659 14Th St.,Oakland,94612,Alameda,(510) 637-0200
Asian Branch Library,Oakland Public Library,37.80045,-122.27170,"388 9Th St., Suite 190",Oakland,94607,Alameda,(510) 238-3400
Brookfield Branch Library,Oakland Public Library,37.73734,-122.18857,9255 Edes Ave.,Oakland,94603,Alameda,(510) 615-5725
Cesar E. Chavez Branch Library,Oakland Public Library,37.77585,-122.22479,3301 E. 12Th Street,Oakland,94601,Alameda,(510) 535-5620
Dimond Branch Library,Oakland Public Library,37.80146,-122.21604,3565 Fruitvale Ave.,Oakland,94602,Alameda,(510) 482-7844
Eastmont Branch Library,Oakland Public Library,37.76813,-122.17615,7200 Bancroft Ave. Suite 211,Oakland,94605,Alameda,(510) 615-5726
Elmhurst Branch Library,Oakland Public Library,37.75157,-122.17492,1427 88Th Ave.,Oakland,94621,Alameda,(510) 615-5727
Golden Gate Branch Library,Oakland Public Library,37.83919,-122.28220,5606 San Pablo Ave.,Oakland,94608,Alameda,(510) 597-5023
Lakeview Branch Library,Oakland Public Library,37.80920,-122.24895,550 El Embarcadero,Oakland,94610,Alameda,(510) 238-7344
Martin Luther King Jr. Branch Library,Oakland Public Library,37.76061,-122.19079,6833 International Blvd.,Oakland,94621,Alameda,(510) 615-5728
Melrose Branch Library,Oakland Public Library,37.77242,-122.20755,4805 Foothill Blvd.,Oakland,94601,Alameda,(510) 535-5623
Montclair Branch Library,Oakland Public Library,37.83198,-122.21411,1687 Mountain Blvd.,Oakland,94611,Alameda,(510) 482-7810
Oakland Main Library,Oakland Public Library,37.80098,-122.26361,125 14Th St.,Oakland,94612,Alameda,(510) 238-3134
Piedmont Avenue Branch Library,Oakland Public Library,37.82784,-122.24815,80 Echo Avenue,Oakland,94611,Alameda,(510) 597-5011
Rockridge Branch Library,Oakland Public Library,37.83991,-122.25108,5366 College Ave.,Oakland,94618,Alameda,(510) 597-5017
Temescal Branch Library,Oakland Public Library,37.83820,-122.26251,5205 Telegraph Ave.,Oakland,94609,Alameda,(510) 597-5049
West Oakland Branch Library,Oakland Public Library,37.81293,-122.28529,1801 Adeline St.,Oakland,94607,Alameda,(510) 238-7352
Oceanside Reads Literacy Center,Oceanside Public Library,33.19867,-117.37877,804 Pier View Way #101,Oceanside,92054,San Diego,(760) 435-5680
Mission Branch Library,Oceanside Public Library,33.22597,-117.32850,3861-B Mission Ave.,Oceanside,92054,San Diego,(760) 435-5630
Oceanside Public Library,Oceanside Public Library,33.19753,-117.38050,330 N. Coast Hwy,Oceanside,92054,San Diego,(760) 435-5600
Lewis Family Branch,Ontario City Library,34.01835,-117.56867,3850 E. Riverside Drive,Ontario,91761,San Bernardino,(909) 395-2014
Ovitt Family Community Library,Ontario City Library,34.06606,-117.64908,215 East C Street,Ontario,91764,San Bernardino,(909) 395-2004
Aliso Viejo Branch Library,Orange County Public Libraries,33.57006,-117.72680,1 Journey,Aliso Viejo,92656,Orange,(949) 360-1730
Brea Branch Library,Orange County Public Libraries,33.91707,-117.88892,1 Civic Center Circle,Brea,92821,Orange,(714) 671-1722
Costa Mesa Branch Library,Orange County Public Libraries,33.64189,-117.92220,1855 Park Ave.,Costa Mesa,92627,Orange,(949) 646-8845
Cypress Branch Library,Orange County Public Libraries,33.82483,-118.03938,5331 Orange Ave.,Cypress,90630,Orange,(714) 826-0350
Dana Point Branch Library,Orange County Public Libraries,33.47694,-117.71603,33841 Niguel Road,Dana Point,92629,Orange,(949) 496-5517
El Toro Branch Library,Orange County Public Libraries,33.61948,-117.69981,24672 Raymond Way,Lake Forest,92630,Orange,(949) 855-8173
Foothill Ranch Branch Library,Orange County Public Libraries,33.68090,-117.65914,27002 Cabriole,Foothill Ranch,92610,Orange,(949) 855-8072
Fountain Valley Branch Library,Orange County Public Libraries,33.70706,-117.95117,17635 Los Alamos St.,Fountain Valley,92708,Orange,(714) 962-1324
Chapman Branch Library,Orange County Public Libraries,33.78823,-117.97199,9182 Chapman Ave.,Garden Grove,92841,Orange,(714) 539-2115
Garden Grove Main Library,Orange County Public Libraries,33.77736,-117.93730,11200 Stanford Ave.,Garden Grove,92840,Orange,(714) 530-0711
Garden Grove Tibor Rubin Branch Library,Orange County Public Libraries,33.78883,-118.03201,11962 Bailey St.,Garden Grove,92845,Orange,(714) 897-2594
Heritage Park Branch Library,Orange County Public Libraries,33.69957,-117.77843,14361 Yale Ave.,Irvine,92604,Orange,(949) 936-4040
Katie Wheeler Branch Library,Orange County Public Libraries,33.72985,-117.78550,13019 Old Myford Rd.,Irvine,92602,Orange,(714) 669-8753
La Habra Branch Library,Orange County Public Libraries,33.93258,-117.94421,221 E. La Habra Blvd.,La Habra,90631,Orange,(562) 694-0078
La Palma Branch Library,Orange County Public Libraries,33.84863,-118.03677,7842 Walker St.,La Palma,90623,Orange,(714) 523-8585
Ladera Ranch Branch Library,Orange County Public Libraries,33.55350,-117.63703,29551 Sienna Parkway,Ladera Ranch,92694,Orange,(949) 234-5940
Laguna Beach Branch Library,Orange County Public Libraries,33.54209,-117.78248,363 Glenneyre St.,Laguna Beach,92651,Orange,(949) 497-1733
Laguna Hills Technology Library,Orange County Public Libraries,33.59187,-117.70027,25555 Alicia Pkwy,Laguna Hills,92653,Orange,(949) 707-2699
Laguna Niguel Branch Library,Orange County Public Libraries,33.52252,-117.71695,30341 Crown Valley Parkway,Laguna Niguel,92677,Orange,(949) 249-5252
Laguna Woods Library,Orange County Public Libraries,33.61047,-117.72336,24264 El Toro Road,Laguna Woods,91637,Orange,(949) 639-0500
Library Of The Canyons,Orange County Public Libraries,33.74346,-117.66764,7531 Santiago Canyon Rd.,Silverado,92676,Orange,(714) 649-2216
Los Alamitos-Rossmoor Branch Library,Orange County Public Libraries,33.78085,-118.07550,12700 Montecito Rd.,Seal Beach,90740,Orange,(562) 430-1048
Mesa Verde Branch Library,Orange County Public Libraries,33.67920,-117.92744,2969 Mesa Verde Drive East,Costa Mesa,92626,Orange,(714) 546-5274
Rancho Santa Margarita Branch Library,Orange County Public Libraries,33.64062,-117.59241,30902 La Promesa,Rancho Santa Margari,92688,Orange,(949) 459-6094
San Clemente Branch Library,Orange County Public Libraries,33.42473,-117.61713,242 Avenida Del Mar,San Clemente,92672,Orange,(949) 492-3493
San Juan Capistrano Regional Library,Orange County Public Libraries,33.50526,-117.66333,31495 El Camino Real,San Juan Capistrano,92675,Orange,(949) 493-1752
Mary Wilson Branch Library,Orange County Public Libraries,33.74365,-118.10483,707 Electric Ave.,Seal Beach,90740,Orange,(562) 431-3584
Stanton Branch Library,Orange County Public Libraries,33.80257,-117.99578,7850 Katella Ave.,Stanton,90680,Orange,(714) 898-3302
Tustin Branch Library,Orange County Public Libraries,33.74278,-117.82079,345 E. Main St.,Tustin,92780,Orange,(714) 544-7725
University Park Branch Library,Orange County Public Libraries,33.66067,-117.82075,4512 Sandburg Way,Irvine,92612,Orange,(949) 786-4001
Villa Park Branch Library,Orange County Public Libraries,33.81416,-117.81990,17865 Santiago Blvd.,Villa Park,92861,Orange,(714) 998-0861
Westminster Branch Library,Orange County Public Libraries,33.75520,-117.98649,8180 13Th St.,Westminster,92683,Orange,(714) 893-5057
El Modena Branch Library,Orange Public Library,33.78221,-117.80618,380 S. Hewes St.,Orange,92869,Orange,(714) 288-2451
Orange Public Library & History Center,Orange Public Library,33.78825,-117.84955,407 E Chapman Ave,Orange,92866,Orange,(714) 288-2471
Taft Branch Library,Orange Public Library,33.81552,-117.84575,740 E. Taft Ave.,Orange,92865,Orange,(714) 288-2430
Orland Free Library,Orland Free Library,39.74489,-122.19363,333 Mill St.,Orland,95963,Glenn,(530) 865-1640
Colonia Branch Library,Oxnard Public Library,34.20583,-119.16314,1500 Camino Del Sol #26,Oxnard,93030,Ventura,(805) 385-8108
Oxnard Public Library,Oxnard Public Library,34.20098,-119.17890,251 South A St.,Oxnard,93030,Ventura,(805) 385-7500
South Oxnard Branch Library,Oxnard Public Library,34.16066,-119.17731,4300 Saviers Road,Oxnard,93033,Ventura,(805) 385-8129
Pacific Grove Public Library,Pacific Grove Public Library,36.62233,-121.91629,550 Central Ave.,Pacific Grove,93950,Monterey,(831) 648-5765
Palm Springs Public Library,Palm Springs Public Library,33.81872,-116.52753,300 S. Sunrise Way,Palm Springs,92262,Riverside,(760) 322-7323
Welwood Murray Memorial Library,Palm Springs Public Library,33.82293,-116.54659,100 S. Palm Canyon Dr,Palm Springs,92262,Riverside,(760) 323-8296
Palmdale City Library,Palmdale City Library,34.57911,-118.11606,700 E. Palmdale Blvd.,Palmdale,93550,Los Angeles,(661) 267-5600
Palo Alto Children's Library,Palo Alto City Library,37.44479,-122.14520,1276 Harriet St.,Palo Alto,94301,Santa Clara,(650) 329-2436
College Terrace Library,Palo Alto City Library,37.42336,-122.14866,2300 Wellesley St.,Palo Alto,94306,Santa Clara,(650) 329-2436
Palo Alto Downtown Branch,Palo Alto City Library,37.44386,-122.15913,270 Forest Ave.,Palo Alto,94301,Santa Clara,(650) 329-2436
Mitchell Park Branch,Palo Alto City Library,37.41805,-122.10771,4050 Middlefield Rd.,Palo Alto,94303,Santa Clara,(650) 329-2436
Rinconada Library,Palo Alto City Library,37.44497,-122.13916,1213 Newell Rd.,Palo Alto,94303,Santa Clara,(650) 329-2436
Palo Verde Valley Library District,Palo Verde Valley Library District,33.61785,-114.59772,125 W. Chanslorway,Blythe,92225,Riverside,(760) 922-5371
Malaga Cove Library,Palos Verdes Library District,33.79863,-118.38915,2400 Via Campesina,Palos Verdes Estates,90274,Los Angeles,(310) 377-9584
Miraleste Library,Palos Verdes Library District,33.75585,-118.33005,29089 Palos Verdes Dr. E.,Rancho Palos Verdes,90275,Los Angeles,(310) 377-9584
Peninsula Center Library,Palos Verdes Library District,33.77077,-118.37076,701 Silver Spur Road,Rolling Hills Estate,90274,Los Angeles,(310) 377-9584
The Annex,Palos Verdes Library District,33.77055,-118.37099,701 Silver Spur Road,Rolling Hills Estate,90274,Los Angeles,(310) 377-9584
Allendale Branch Library,Pasadena Public Library,34.12618,-118.14520,1130 S. Marengo Ave.,Pasadena,91106,Los Angeles,(626) 744-7260
Hastings Branch Library,Pasadena Public Library,34.15828,-118.08206,3325 E. Orange Grove Blvd.,Pasadena,91107,Los Angeles,(626) 744-7262
Hill Ave. Branch Library,Pasadena Public Library,34.14508,-118.12189,55 S. Hill Ave.,Pasadena,91106,Los Angeles,(626) 744-7264
La Pintoresca Branch Library,Pasadena Public Library,34.16927,-118.14962,1355 N. Raymond Ave.,Pasadena,91103,Los Angeles,(626) 744-7268
Lamanda Park Branch Library,Pasadena Public Library,34.14344,-118.09834,140 S. Altadena Dr.,Pasadena,91107,Los Angeles,(626) 744-7266
Linda Vista Branch Library,Pasadena Public Library,34.16999,-118.17766,1281 Bryant St.,Pasadena,91103,Los Angeles,(626) 744-7278
Pasadena Central Library,Pasadena Public Library,34.15000,-118.14441,285 E. Walnut St.,Pasadena,91101,Los Angeles,(626) 744-4066
San Rafael Branch Library,Pasadena Public Library,34.13572,-118.17576,1240 Nithsdale,Pasadena,91105,Los Angeles,(626) 744-7270
Santa Catalina Branch Library,Pasadena Public Library,34.16929,-118.12987,999 E. Washington Blvd.,Pasadena,91104,Los Angeles,(626) 744-7272
Villa Parke Community Center Library,Pasadena Public Library,34.15457,-118.14290,363 E. Villa,Pasadena,91101,Los Angeles,(626) 744-6510
Library Study Center,Paso Robles City Library,35.65200,-120.69453,3600 Oak St. #101,Paso Robles,93446,San Luis Obispo,(805) 237-4743
Paso Robles Public Library,Paso Robles City Library,35.62539,-120.69058,1000 Spring St.,Paso Robles,93446,San Luis Obispo,(805) 237-3870
Placentia Library District,Placentia Library District,33.87153,-117.86091,411 E. Chapman Ave.,Placentia,92870,Orange,(714) 528-1925
Applegate Library,Placer County Library,38.99988,-120.99037,18018 Applegate Road,Applegate,95703,Placer,(530) 878-2721
Auburn Library,Placer County Library,38.90517,-121.08074,350 Nevada St.,Auburn,95603,Placer,(530) 886-4501
Colfax Library,Placer County Library,39.09932,-120.95415,10 W.Church St.,Colfax,95713,Placer,(530) 346-8211
Foresthill Library,Placer County Library,39.02003,-120.81656,24580 Main St.,Foresthill,95631,Placer,(530) 367-2785
Granite Bay Library,Placer County Library,38.74423,-121.18066,6475 Douglas Blvd,Granite Bay,95746,Placer,(916) 791-5590
Kings Beach Library,Placer County Library,39.23866,-120.03016,301 Secline Street,Kings Beach,96143,Placer,(530) 546-2021
Penryn Library,Placer County Library,38.85195,-121.16936,2215 Rippey Road,Penryn,95663,Placer,(916) 663-3621
Rocklin Library,Placer County Library,38.78912,-121.22694,4890 Granite Drive,Rocklin,95677,Placer,(916) 624-3133
Tahoe City Library,Placer County Library,39.17277,-120.13825,740 N. Lake Blvd.,Tahoe City,96145,Placer,(530) 583-3382
Pleasanton Public Library,Pleasanton Public Library,37.65753,-121.88063,400 Old Bernal Ave.,Pleasanton,94566,Alameda,(925) 931-3400
Alleghany Station Library,Plumas County Library,39.46923,-120.84299,100 Hope Lane,Alleghany,95910,Sierra,(530) 287-3287
